,WORKSITE_STATE,SOC2,total_positions,avg_wage,avg_pw,wage_gap,avg_pw_level,sec_entity_rate,h1b_dep_rate,out_of_state_rate,new_emp_prop,cont_emp_prop,change_prev_prop,concurrent_prop,change_emp_prop,amend_pet_prop
0,AK,13,2.0,68931.4,68931.4,0.0,1.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5
1,AK,15,4.0,74630.4,70798.0,3832.399999999998,1.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2,AK,17,4.0,100891.0,94775.0,6116.0,1.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0
3,AK,19,1.0,52603.0,52603.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,AK,25,27.0,76608.49037037037,60112.28888888889,16496.201481481483,1.2222222222222223,0.0,0.0,0.0,0.7407407407407407,0.25925925925925924,0.0,0.0,0.0,0.0
5,AL,11,5.0,124711.8,115415.0,9296.8,2.2,0.0,0.0,0.4,0.4,0.0,0.2,0.0,0.2,0.2
6,AL,13,10.0,127931.68000000001,58868.2,69063.48000000001,1.5,0.1,0.1,0.3,0.3,0.1,0.0,0.0,0.4,0.2
7,AL,15,143.0,89807.0848951049,80296.37762237762,9510.707272727273,2.195804195804196,0.1888111888111888,0.2517482517482518,0.7552447552447552,0.1692307692307692,0.16363636363636364,0.013986013986013986,0.0,0.11328671328671328,0.17622377622377622
8,AL,17,21.0,96098.43238095238,88359.33333333333,7739.099047619045,2.5238095238095237,0.047619047619047616,0.0,0.6190476190476191,0.2857142857142857,0.23809523809523808,0.0,0.0,0.42857142857142855,0.047619047619047616
9,AL,19,35.0,76503.16799999999,60652.8,15850.368,1.5714285714285714,0.02857142857142857,0.0,0.02857142857142857,0.5428571428571428,0.2857142857142857,0.05714285714285714,0.0,0.02857142857142857,0.08571428571428572
10,AL,21,1.0,37440.0,36878.4,561.5999999999985,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11,AL,25,18.0,102695.70222222223,69043.27777777778,33652.42444444445,1.3888888888888888,0.0,0.0,0.0,0.5555555555555556,0.2222222222222222,0.05555555555555555,0.0,0.1111111111111111,0.05555555555555555
12,AL,29,20.0,146825.03,76890.35,69934.68,1.7,0.4,0.1,0.35,0.55,0.15,0.0,0.0,0.1,0.05
13,AR,11,36.0,174014.52472222224,120797.16666666667,53217.35805555556,2.25,0.3055555555555556,0.027777777777777776,0.4166666666666667,0.061111111111111116,0.2833333333333333,0.005555555555555556,0.027777777777777776,0.061111111111111116,0.3111111111111111
14,AR,13,8.0,101688.8175,70750.95,30937.8675,2.875,0.0,0.125,0.25,0.25,0.125,0.125,0.0,0.25,0.25
15,AR,15,743.0,124503.84336473756,92134.61857335127,32369.22479138627,2.625841184387618,0.180349932705249,0.17496635262449528,0.27456258411843876,0.03894122925078511,0.23275011215791835,0.022790489008524,0.00044863167339614175,0.25697622252131,0.3902198295199641
16,AR,17,13.0,130145.79769230771,94177.61538461539,35968.18230769231,3.0,0.0,0.0,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.0,0.0,0.15384615384615385,0.6923076923076923
17,AR,19,9.0,77216.0,59592.11111111111,17623.88888888889,1.5555555555555556,0.0,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
18,AR,25,25.0,55762.7208,50348.0,5414.720799999999,1.4,0.04,0.0,0.04,0.44,0.16,0.2,0.04,0.08,0.08
19,AR,27,4.0,107140.6225,54298.25,52842.3725,2.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.5
20,AR,29,15.0,107720.32000000002,89320.76,18399.56,2.8666666666666667,0.0,0.0,0.0,0.2,0.4666666666666667,0.0,0.0,0.13333333333333333,0.06666666666666667
21,AR,41,3.0,95170.68666666666,88247.66666666667,6923.0199999999995,2.6666666666666665,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0
22,AZ,11,216.0,145401.8162037037,133134.83333333334,12266.98287037037,2.236111111111111,0.06944444444444445,0.032407407407407406,0.6481481481481481,0.06111111111111111,0.06111111111111111,0.1398148148148148,0.004629629629629629,0.10277777777777777,0.14444444444444443
23,AZ,13,95.0,93695.69105263158,76584.23789473684,17111.45315789474,2.336842105263158,0.07368421052631578,0.10526315789473684,0.6210526315789474,0.05263157894736842,0.1368421052631579,0.05263157894736842,0.0,0.22105263157894736,0.10526315789473684
24,AZ,15,1695.0,125542.75804129793,111137.40932153392,14405.348719764012,2.7008849557522123,0.30737463126843656,0.3286135693215339,0.8902654867256637,0.037994100294985254,0.18076696165191738,0.09817109144542774,0.0,0.2120353982300885,0.2102654867256637
25,AZ,17,133.0,111494.28090225563,99661.89022556391,11832.39067669173,2.398496240601504,0.06015037593984962,0.15789473684210525,0.6616541353383458,0.1518796992481203,0.3473684210526316,0.12180451127819548,0.0,0.21203007518796993,0.11428571428571428
26,AZ,19,42.0,77622.71047619048,68141.34761904762,9481.362857142856,1.7857142857142858,0.0,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.30952380952380953,0.023809523809523808,0.0,0.21428571428571427,0.023809523809523808
27,AZ,21,4.0,46427.75,45718.25,709.5,1.25,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.0
28,AZ,25,51.0,74940.49019607843,53550.737254901964,21389.75294117647,1.1568627450980393,0.0,0.0,0.0196078431372549,0.3333333333333333,0.5098039215686274,0.0,0.0,0.1568627450980392,0.0
29,AZ,27,5.0,56652.99199999999,49390.6,7262.392,1.6,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.2,0.4
