,WORKSITE_STATE,SOC2,total_positions,avg_wage,avg_pw,wage_gap,avg_pw_level,sec_entity_rate,h1b_dep_rate,out_of_state_rate,new_emp_prop,cont_emp_prop,change_prev_prop,concurrent_prop,change_emp_prop,amend_pet_prop
30,AZ,29,40.0,173800.73575,118535.05500000002,55265.68075,2.65,0.175,0.025,0.075,0.25,0.275,0.1,0.075,0.15,0.125
31,AZ,41,6.0,130651.10833333334,122859.0,7792.108333333333,2.5,0.16666666666666666,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.16666666666666666
32,AZ,43,11.0,49350.63636363636,46321.454545454544,3029.181818181818,1.0909090909090908,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0
33,CA,11,1922.0,221024.667648283,208600.09103017693,12424.576618106139,2.735171696149844,0.008324661810613945,0.25494276795005205,0.35275754422476585,0.0490114464099896,0.21515782171349287,0.07762747138397502,0.0015608740894901144,0.1376344086021505,0.11370100589663545
34,CA,13,1239.0,135686.68320419695,114896.30518159807,20790.37802259887,2.767554479418886,0.04600484261501211,0.09927360774818401,0.47619047619047616,0.09572235673930589,0.21355932203389832,0.06666666666666667,0.0008071025020177562,0.21517352703793383,0.2062953995157385
35,CA,15,17520.0,176529.2810799087,164777.1359954338,11752.145084474885,2.740296803652968,0.08681506849315068,0.28635844748858447,0.4295091324200913,0.041279870624048705,0.1887661719939117,0.0654117199391172,0.0005898021308980213,0.1406040715372907,0.09411320395738203
36,CA,17,4709.0,170281.9661945211,163264.3825270758,7017.583667445318,3.0269696326183904,0.058611170099808874,0.48587810575493734,0.17158632406031005,0.031301762582289235,0.13577404969207899,0.09306646846464216,0.00042471862391165854,0.10289658101507751,0.0550966234869399
37,CA,19,541.0,113757.85340110905,97409.77153419593,16348.081866913126,2.014787430683919,0.014787430683918669,0.09426987060998152,0.16266173752310537,0.3457486136783734,0.16226740603820086,0.0809611829944547,0.0,0.12399260628465807,0.09294516327788047
38,CA,21,29.0,77114.99034482759,63969.384827586204,13145.60551724138,1.9310344827586208,0.034482758620689655,0.0,0.034482758620689655,0.4482758620689655,0.2413793103448276,0.0,0.0,0.27586206896551724,0.06896551724137931
39,CA,23,55.0,174148.09818181818,151623.52363636362,22524.574545454547,1.9636363636363636,0.0,0.07272727272727272,0.34545454545454546,0.12727272727272726,0.23636363636363636,0.0,0.01818181818181818,0.38181818181818183,0.07272727272727272
40,CA,25,116.0,123709.68715517242,80217.55689655172,43492.130258620695,1.4137931034482758,0.08620689655172414,0.017241379310344827,0.04310344827586207,0.5603448275862069,0.18678160919540232,0.05747126436781609,0.0,0.11206896551724138,0.048850574712643674
41,CA,27,343.0,136275.93930029153,100192.6274052478,36083.311895043735,2.82798833819242,0.008746355685131196,0.23323615160349853,0.3819241982507289,0.07405247813411078,0.22274052478134113,0.06239067055393586,0.0,0.13527696793002916,0.1032069970845481
42,CA,29,152.0,157624.79157894733,122483.91710526317,35140.87447368421,2.1315789473684212,0.18421052631578946,0.05263157894736842,0.15789473684210525,0.27631578947368424,0.28289473684210525,0.08552631578947369,0.0,0.2565789473684211,0.09868421052631579
43,CA,31,1.0,40622.4,40622.4,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,CA,35,1.0,100000.0,78894.0,21106.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45,CA,39,1.0,60000.0,51771.0,8229.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,CA,41,376.0,187779.74007978727,179236.9760638298,8542.764015957448,3.473404255319149,0.0026595744680851063,0.42819148936170215,0.17287234042553193,0.035106382978723406,0.12287234042553193,0.024468085106382976,0.0,0.10159574468085107,0.02978723404255319
47,CA,43,2.0,62400.0,61557.59999999999,842.4000000000051,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48,CA,49,1.0,60000.0,57491.0,2509.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,CA,53,1.0,100000.0,86377.0,13623.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,CO,11,43.0,174036.76093023256,159029.44186046513,15007.319069767442,2.511627906976744,0.046511627906976744,0.023255813953488372,0.7209302325581395,0.09302325581395349,0.2558139534883721,0.11627906976744186,0.0,0.23255813953488372,0.09302325581395349
51,CO,13,59.0,101252.02711864407,84033.3661016949,17218.661016949154,2.3559322033898304,0.05084745762711865,0.03389830508474576,0.6101694915254238,0.1864406779661017,0.23728813559322035,0.1016949152542373,0.0,0.15254237288135594,0.1694915254237288
52,CO,15,954.0,131185.44567085954,121811.77484276729,9373.670828092243,2.7044025157232703,0.1761006289308176,0.2379454926624738,0.9035639412997903,0.04025157232704402,0.2143955276030748,0.06960167714884696,0.0,0.09916142557651991,0.17826694619147448
53,CO,17,85.0,112408.03223529411,100280.01176470588,12128.020470588235,2.447058823529412,0.058823529411764705,0.09411764705882353,0.4470588235294118,0.21176470588235294,0.4,0.10588235294117647,0.0,0.21176470588235294,0.08235294117647059
54,CO,19,44.0,74625.915,68639.52727272728,5986.387727272727,1.9090909090909092,0.0,0.0,0.06818181818181818,0.5,0.22727272727272727,0.09090909090909091,0.0,0.06818181818181818,0.11363636363636363
55,CO,21,4.0,54956.75,49275.25,5681.5,1.5,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0
56,CO,23,2.0,159100.0,119444.0,39656.0,1.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0
57,CO,25,17.0,118999.02588235294,55518.76470588235,63480.26117647059,1.6470588235294117,0.0,0.0,0.0,0.7647058823529411,0.11764705882352941,0.0,0.0,0.11764705882352941,0.0
58,CO,27,4.0,73328.7,62243.95,11084.75,2.0,0.25,0.25,1.0,0.0,0.25,0.0,0.0,0.25,0.5
59,CO,29,17.0,80388.30764705883,71873.83529411764,8514.472352941177,1.9411764705882353,0.23529411764705882,0.0,0.23529411764705882,0.5882352941176471,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.23529411764705882
60,CO,31,1.0,41216.0,36067.0,5149.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
61,CO,41,7.0,173635.85714285713,158145.42857142858,15490.42857142857,3.142857142857143,0.0,0.14285714285714285,0.7142857142857143,0.0,0.5714285714285714,0.0,0.0,0.2857142857142857,0.14285714285714285
62,CT,11,48.0,157482.29083333336,137032.60416666666,20449.686666666665,2.2916666666666665,0.125,0.0,0.6875,0.125,0.3333333333333333,0.10416666666666667,0.0,0.2708333333333333,0.16666666666666666
63,CT,13,87.0,130238.47655172415,105522.22758620691,24716.24896551724,2.689655172413793,0.09195402298850575,0.09195402298850575,0.5977011494252874,0.1724137931034483,0.22988505747126436,0.13793103448275862,0.011494252873563218,0.1724137931034483,0.27586206896551724
64,CT,15,645.0,117123.92655813953,107262.77736434109,9861.149193798448,2.654263565891473,0.4356589147286822,0.5689922480620155,0.8604651162790697,0.11472868217054263,0.24082687338501294,0.08062015503875969,0.0015503875968992248,0.18449612403100776,0.3374677002583979
65,CT,17,66.0,103390.57696969697,97917.04545454546,5473.531515151515,2.303030303030303,0.09090909090909091,0.045454545454545456,0.7121212121212122,0.10606060606060606,0.30303030303030304,0.22727272727272727,0.0,0.21212121212121213,0.15151515151515152
66,CT,19,65.0,84389.18476923076,70527.03076923077,13862.154,1.9384615384615385,0.015384615384615385,0.0,0.12307692307692308,0.49230769230769234,0.1076923076923077,0.06153846153846154,0.0,0.23076923076923078,0.1076923076923077
67,CT,21,2.0,51095.0,51095.0,0.0,2.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0
68,CT,23,1.0,100000.0,88442.0,11558.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
69,CT,25,15.0,110576.66666666667,77860.46666666666,32716.2,1.4,0.0,0.0,0.13333333333333333,0.4666666666666667,0.4,0.06666666666666667,0.0,0.06666666666666667,0.0
70,CT,27,2.0,115000.0,91645.0,23355.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5
71,CT,29,12.0,183147.33333333334,130284.26666666666,52863.06666666667,2.0,0.25,0.0,0.25,0.25,0.5,0.0,0.0,0.08333333333333333,0.16666666666666666
72,CT,41,6.0,147987.5,124411.83333333333,23575.666666666668,3.3333333333333335,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,0.6666666666666666,0.0
73,DC,11,36.0,229872.2711111111,208564.41666666666,21307.854444444445,3.6944444444444446,0.0,0.027777777777777776,0.7777777777777778,0.17222222222222222,0.17222222222222222,0.03333333333333333,0.027777777777777776,0.03333333333333333,0.061111111111111116
74,DC,13,52.0,127202.03769230771,107685.34615384616,19516.69153846154,2.576923076923077,0.11538461538461539,0.057692307692307696,0.5961538461538461,0.21153846153846154,0.23076923076923078,0.17307692307692307,0.0,0.09615384615384616,0.28846153846153844
75,DC,15,231.0,135535.6754978355,123960.91774891775,11574.75774891775,2.411255411255411,0.5021645021645021,0.44155844155844154,0.8441558441558441,0.08888888888888889,0.25772005772005774,0.08023088023088022,0.005772005772005772,0.13217893217893217,0.2707070707070707
76,DC,17,12.0,110998.03333333333,96879.43333333333,14118.6,2.1666666666666665,0.0,0.0,0.5,0.16666666666666666,0.25,0.0,0.0,0.4166666666666667,0.16666666666666666
77,DC,19,65.0,105097.17692307693,86646.36307692307,18450.813846153844,2.3846153846153846,0.03076923076923077,0.03076923076923077,0.26153846153846155,0.35384615384615387,0.2923076923076923,0.12307692307692308,0.0,0.07692307692307693,0.15384615384615385
78,DC,21,6.0,68787.66666666667,52693.333333333336,16094.333333333334,1.5,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
79,DC,23,11.0,222987.9090909091,163102.36363636365,59885.545454545456,2.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.5454545454545454,0.18181818181818182
80,DC,25,21.0,77932.17714285714,63394.57142857143,14537.605714285713,1.3333333333333333,0.0,0.0,0.047619047619047616,0.19047619047619047,0.5238095238095238,0.047619047619047616,0.0,0.19047619047619047,0.047619047619047616
81,DC,27,6.0,81926.33333333333,72176.16666666667,9750.166666666666,1.8333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.16666666666666666
82,DC,29,12.0,209660.44666666668,130598.05,79062.39666666667,2.5833333333333335,0.0,0.0,0.3333333333333333,0.25,0.4166666666666667,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666
83,DC,41,1.0,122960.0,122949.0,11.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
84,DE,11,12.0,178076.01,162978.33333333334,15097.676666666666,2.5833333333333335,0.25,0.16666666666666666,0.75,0.0,0.5,0.25,0.0,0.08333333333333333,0.16666666666666666
85,DE,13,26.0,153691.57153846155,99488.84615384616,54202.725384615376,3.0,0.19230769230769232,0.0,0.8846153846153846,0.0,0.46153846153846156,0.038461538461538464,0.0,0.19230769230769232,0.3076923076923077
86,DE,15,333.0,128185.96351351352,114216.1009009009,13969.862612612613,2.7717717717717716,0.36036036036036034,0.36036036036036034,0.8558558558558559,0.0990990990990991,0.4114114114114114,0.06906906906906907,0.0,0.2072072072072072,0.2072072072072072
87,DE,17,9.0,114401.90111111112,101437.0,12964.90111111111,2.888888888888889,0.1111111111111111,0.0,0.7777777777777778,0.0,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444444
88,DE,19,6.0,72919.66666666667,65544.26666666666,7375.400000000001,1.6666666666666667,0.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0
89,DE,23,1.0,80808.0,80808.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
90,DE,25,7.0,69714.28571428571,61411.42857142857,8302.857142857143,2.4285714285714284,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0
91,DE,27,1.0,159500.0,52520.0,106980.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
92,DE,29,9.0,211752.9777777778,136755.44444444444,74997.53333333334,2.4444444444444446,0.0,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333
93,FL,11,253.0,140858.63193675887,123624.95019762845,17233.681739130436,2.3320158102766797,0.04743083003952569,0.1541501976284585,0.5138339920948617,0.09354413702239789,0.2885375494071146,0.08300395256916997,0.0006587615283267456,0.11133069828722003,0.2015810276679842
94,FL,13,202.0,112687.0142079208,86495.09207920793,26191.922128712868,2.6683168316831685,0.1485148514851485,0.10891089108910891,0.6237623762376238,0.19306930693069307,0.18976897689768973,0.0594059405940594,0.0,0.18811881188118812,0.22607260726072606
95,FL,15,2157.0,118149.73939267501,105550.77913769124,12598.960254983773,2.786277236903106,0.3514140009272137,0.3662494204914233,0.7677329624478443,0.07685056405501467,0.2646113429145418,0.07545974347087003,0.0033225158399010973,0.1862617833410601,0.25255756451862155
96,FL,17,114.0,103162.9192105263,91476.3561403509,11686.563070175438,2.3508771929824563,0.07017543859649122,0.08771929824561403,0.5,0.11403508771929824,0.3684210526315789,0.08771929824561403,0.0,0.22807017543859648,0.21929824561403508
97,FL,19,74.0,79356.16148648648,64373.16216216216,14982.999324324324,2.27027027027027,0.02702702702702703,0.0,0.24324324324324326,0.4864864864864865,0.22972972972972974,0.02702702702702703,0.0,0.08108108108108109,0.17567567567567569
98,FL,21,8.0,64552.61375,53588.5,10964.11375,2.375,0.125,0.0,0.375,0.375,0.375,0.0,0.0,0.125,0.125
99,FL,23,4.0,156500.0,143847.75,12652.25,2.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0
100,FL,25,74.0,111168.3054054054,61766.92972972973,49401.37567567567,1.6486486486486487,0.013513513513513514,0.0,0.013513513513513514,0.581081081081081,0.25675675675675674,0.013513513513513514,0.0,0.06756756756756757,0.08108108108108109
101,FL,27,11.0,90730.3090909091,64846.76363636364,25883.545454545456,2.4545454545454546,0.0,0.0,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.0,0.0,0.36363636363636365,0.09090909090909091
102,FL,29,206.0,138613.96674757282,88506.76213592233,50107.204611650486,1.8592233009708738,0.39805825242718446,0.0,0.32038834951456313,0.279126213592233,0.23058252427184467,0.021844660194174758,0.0,0.0825242718446602,0.0703883495145631
103,FL,35,2.0,97600.0,56649.0,40951.0,2.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
104,FL,39,1.0,51189.0,51189.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105,FL,41,10.0,153818.936,107823.2,45995.736,3.0,0.0,0.1,0.8,0.2,0.0,0.1,0.0,0.4,0.3
106,GA,11,186.0,174038.22311827957,159594.27849462366,14443.944623655914,2.736559139784946,0.04838709677419355,0.07526881720430108,0.7634408602150538,0.08064516129032258,0.22043010752688172,0.07526881720430108,0.0,0.1881720430107527,0.2956989247311828
107,GA,12,1.0,175000.0,105227.0,69773.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
108,GA,13,239.0,103746.76506276151,86718.91631799164,17027.848744769875,2.2677824267782425,0.058577405857740586,0.06694560669456066,0.8410041841004184,0.09623430962343096,0.13807531380753138,0.016736401673640166,0.0,0.12133891213389121,0.17573221757322174
109,GA,15,4000.0,118681.16141249999,106629.7916,12051.3698125,2.47,0.29425,0.3075,0.80175,0.07626666666666666,0.21361666666666668,0.07131666666666667,0.00275,0.16090000000000002,0.19665000000000002
110,GA,17,145.0,107149.95420689655,92635.93379310345,14514.020413793103,2.5448275862068965,0.0896551724137931,0.08275862068965517,0.496551724137931,0.15862068965517243,0.32413793103448274,0.09655172413793103,0.0,0.30344827586206896,0.11724137931034483
111,GA,19,80.0,78047.91225000001,62599.4525,15448.45975,1.8625,0.0125,0.025,0.025,0.6125,0.1875,0.0,0.0,0.05,0.15
112,GA,21,5.0,54357.8,51126.4,3231.4,2.4,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.2
113,GA,23,6.0,156259.5,133969.16666666666,22290.333333333332,2.1666666666666665,0.16666666666666666,0.0,0.5,0.0,0.5,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
114,GA,25,108.0,86191.14712962964,60234.37037037037,25956.77675925926,1.3796296296296295,0.2777777777777778,0.18518518518518517,0.018518518518518517,0.6388888888888888,0.2222222222222222,0.018518518518518517,0.0,0.10185185185185185,0.018518518518518517
115,GA,27,8.0,84265.625,63702.5,20563.125,2.5,0.0,0.0,0.25,0.625,0.25,0.0,0.0,0.125,0.0
116,GA,29,66.0,98250.51818181819,82392.56060606061,15857.957575757575,2.1515151515151514,0.2727272727272727,0.0,0.07575757575757576,0.2727272727272727,0.3787878787878788,0.0,0.0,0.16666666666666666,0.06060606060606061
117,GA,39,1.0,43909.0,43909.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
118,GA,41,16.0,149287.1375,137560.625,11726.5125,2.0625,0.125,0.1875,0.9375,0.0625,0.0625,0.1875,0.0,0.375,0.3125
119,GA,43,1.0,48818.0,48818.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120,GU,11,9.0,83641.77777777778,70320.11111111111,13321.666666666666,2.0,0.0,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.3333333333333333,0.0
121,GU,13,37.0,45858.35135135135,42755.67567567567,3102.675675675676,1.6756756756756757,0.0,0.0,0.02702702702702703,0.7297297297297297,0.08108108108108109,0.05405405405405406,0.02702702702702703,0.08108108108108109,0.02702702702702703
122,GU,15,2.0,46530.0,46530.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
123,GU,17,117.0,58127.072820512825,55056.67521367521,3070.397606837607,1.6581196581196582,0.0,0.0,0.0,0.5897435897435898,0.27350427350427353,0.008547008547008548,0.0,0.11965811965811966,0.02564102564102564
124,GU,19,5.0,59542.0,54857.8,4684.2,2.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.2,0.0
125,GU,25,2.0,53665.5,47915.0,5750.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
126,GU,27,1.0,25605.0,25605.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
127,GU,29,3.0,179143.46666666667,164964.80000000002,14178.666666666666,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
128,HI,11,2.0,128472.0,123458.0,5014.0,2.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0
129,HI,13,3.0,83892.0,64903.0,18989.0,1.6666666666666667,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
130,HI,15,6.0,137049.08666666667,92650.06666666667,44399.02,2.1666666666666665,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
131,HI,17,4.0,138536.845,92529.0,46007.844999999994,2.5,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0
132,HI,19,8.0,91658.8,70769.35,20889.450000000004,1.75,0.0,0.0,0.125,0.5,0.375,0.0,0.0,0.125,0.0
133,HI,25,1.0,36795.200000000004,36795.200000000004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
134,HI,27,1.0,53000.0,44429.0,8571.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
135,HI,29,1.0,74464.0,74464.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
136,IA,11,14.0,136117.42857142858,120537.35714285714,15580.07142857143,2.5714285714285716,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.21428571428571427,0.14285714285714285,0.0,0.0,0.21428571428571427,0.42857142857142855
137,IA,13,3.0,77227.66666666667,73389.33333333333,3838.3333333333335,2.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
138,IA,15,185.0,106611.71286486488,98107.19567567567,8504.51718918919,2.6,0.43783783783783786,0.4594594594594595,0.6324324324324324,0.07567567567567568,0.2846846846846847,0.0918918918918919,0.0,0.11351351351351352,0.41261261261261256
139,IA,17,25.0,100042.5232,87755.2,12287.3232,2.32,0.12,0.12,0.6,0.16,0.28,0.08,0.0,0.2,0.28
140,IA,19,37.0,68567.80756756756,61024.95135135136,7542.856216216216,1.2972972972972974,0.0,0.0,0.02702702702702703,0.3783783783783784,0.4594594594594595,0.0,0.0,0.13513513513513514,0.02702702702702703
141,IA,23,1.0,80400.0,77875.0,2525.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
142,IA,25,22.0,63788.77272727273,47871.318181818184,15917.454545454546,1.1818181818181819,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453,0.0,0.0,0.0,0.0
143,IA,27,3.0,71281.33333333333,63969.333333333336,7312.0,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
144,IA,29,183.0,94023.76513661204,75308.73661202186,18715.028524590165,1.3989071038251366,0.6721311475409836,0.00546448087431694,0.6885245901639344,0.1407103825136612,0.1133879781420765,0.004098360655737705,0.01092896174863388,0.00546448087431694,0.020491803278688523
145,IA,41,1.0,139048.0,139048.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
146,ID,11,12.0,150807.13333333333,110531.33333333333,40275.799999999996,3.25,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.0,0.3333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.25
147,ID,13,8.0,99392.015,66094.625,33297.39,2.125,0.25,0.0,0.625,0.0,0.0,0.375,0.0,0.125,0.5
148,ID,15,46.0,113104.04695652174,99106.15217391304,13997.894782608697,2.608695652173913,0.4782608695652174,0.391304347826087,0.6304347826086957,0.13478260869565217,0.27246376811594203,0.02608695652173913,0.0,0.2217391304347826,0.21449275362318843
149,ID,17,43.0,134233.79906976744,100877.48837209302,33356.31069767442,3.116279069767442,0.0,0.0,0.046511627906976744,0.18604651162790697,0.27906976744186046,0.0,0.0,0.5116279069767442,0.023255813953488372
150,ID,19,6.0,87664.26666666666,66438.5,21225.766666666666,1.8333333333333333,0.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0
151,ID,25,10.0,84997.54000000001,58667.9,26329.640000000003,1.3,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.1
152,ID,27,1.0,49379.2,30035.2,19343.999999999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
153,ID,29,7.0,99831.37142857142,71872.97142857143,27958.4,2.2857142857142856,0.2857142857142857,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.14285714285714285,0.0
154,ID,41,2.0,123690.0,114483.0,9207.0,3.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5
155,IL,11,241.0,160595.6257261411,138686.82489626555,21908.80082987552,2.4481327800829877,0.03734439834024896,0.07053941908713693,0.5726141078838174,0.15352697095435686,0.21161825726141079,0.07883817427385892,0.0,0.18672199170124482,0.26141078838174275
156,IL,13,284.0,123625.48654929575,94839.8,28785.686549295777,2.5950704225352115,0.08098591549295775,0.10915492957746478,0.5880281690140845,0.07746478873239436,0.20187793427230044,0.08098591549295775,0.0,0.2323943661971831,0.34037558685446007
157,IL,15,2902.0,124543.72480358374,111081.73811164714,13461.986691936594,2.6822880771881463,0.30978635423845624,0.3390764989662302,0.6323225361819435,0.09163795083850218,0.2692740638640018,0.0797495979784057,0.0009763381575924649,0.15952216861934299,0.2592809556627613
158,IL,17,241.0,106433.7420746888,93759.65809128631,12674.08398340249,2.4854771784232366,0.1950207468879668,0.13692946058091288,0.5269709543568465,0.14522821576763487,0.37344398340248963,0.0912863070539419,0.0,0.22406639004149378,0.16597510373443983
159,IL,19,145.0,81772.06420689654,61587.84413793104,20184.220068965515,1.6206896551724137,0.027586206896551724,0.006896551724137931,0.1103448275862069,0.4896551724137931,0.22758620689655173,0.05517241379310345,0.0,0.1310344827586207,0.09655172413793103
160,IL,21,14.0,65860.95714285715,54756.0,11104.957142857145,2.2142857142857144,0.0,0.0,0.07142857142857142,0.2857142857142857,0.42857142857142855,0.0,0.0,0.14285714285714285,0.14285714285714285
161,IL,23,13.0,123386.59076923078,103972.73846153847,19413.85230769231,2.230769230769231,0.0,0.15384615384615385,0.3076923076923077,0.38461538461538464,0.23076923076923078,0.0,0.0,0.23076923076923078,0.15384615384615385
162,IL,25,47.0,105658.88106382979,66362.3914893617,39296.48957446808,1.6170212765957446,0.0,0.0,0.0425531914893617,0.6808510638297872,0.10638297872340426,0.02127659574468085,0.0,0.0425531914893617,0.14893617021276595
163,IL,27,17.0,89558.45882352942,64668.56470588236,24889.894117647058,2.588235294117647,0.29411764705882354,0.35294117647058826,0.5294117647058824,0.17647058823529413,0.4117647058823529,0.17647058823529413,0.0,0.058823529411764705,0.17647058823529413
164,IL,29,991.0,83086.2485973764,75140.53985872855,7945.7087386478315,1.0958627648839556,0.8940464177598385,0.0,0.900100908173562,0.04994954591321897,0.025731584258324926,0.005549949545913219,0.0,0.03229061553985873,0.013622603430877902
165,IL,41,35.0,132406.498,123579.336,8827.162000000002,3.5714285714285716,0.0,0.17142857142857143,0.8285714285714286,0.09142857142857143,0.12000000000000001,0.09142857142857143,0.0,0.06285714285714286,0.09142857142857143
166,IL,43,1.0,79000.0,51189.0,27811.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
167,IN,11,52.0,142681.60499999998,108658.76923076923,34022.83576923077,2.4423076923076925,0.057692307692307696,0.0,0.8076923076923077,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.17307692307692307,0.17307692307692307
168,IN,13,45.0,92662.2728888889,86515.86666666667,6146.406222222222,2.8444444444444446,0.17777777777777778,0.37777777777777777,0.8444444444444444,0.13333333333333333,0.08888888888888889,0.08888888888888889,0.0,0.26666666666666666,0.15555555555555556
169,IN,15,378.0,110472.51753968252,95725.23724867727,14747.280291005289,2.6455026455026456,0.3412698412698413,0.4894179894179894,0.8306878306878307,0.07671957671957672,0.25396825396825395,0.15873015873015872,0.0,0.167989417989418,0.3029100529100529
170,IN,17,170.0,97429.84170588235,88776.08235294117,8653.759352941177,2.223529411764706,0.15294117647058825,0.13529411764705881,0.6941176470588235,0.14705882352941177,0.2235294117647059,0.28823529411764703,0.0058823529411764705,0.20588235294117646,0.12941176470588237
171,IN,19,53.0,70699.24377358491,62220.36603773585,8478.877735849057,1.7735849056603774,0.0,0.0,0.05660377358490566,0.5094339622641509,0.2641509433962264,0.05660377358490566,0.0,0.11320754716981132,0.05660377358490566
172,IN,21,1.0,47840.0,41995.0,5845.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
173,IN,25,38.0,96505.7705263158,59629.97368421053,36875.796842105265,1.2105263157894737,0.0,0.0,0.02631578947368421,0.5789473684210527,0.21052631578947367,0.0,0.0,0.05263157894736842,0.15789473684210525
174,IN,27,5.0,95981.81599999999,73732.0,22249.816,2.8,0.2,0.4,0.6,0.0,0.4,0.2,0.0,0.0,0.4
