USPS|GEOID|GEOIDFQ|ANSICODE|NAME|LSAD|FUNCSTAT|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
SD|4601740|1600000US4601740|02393317|Antelope CDP|57|S|5921077|12527|2.286|0.005|43.309667|-100.62992
SD|4601980|1600000US4601980|02813021|Ardmore CDP|57|S|928692|0|0.359|0.|43.019192|-103.654266
SD|4602180|1600000US4602180|01267267|Arlington city|25|A|4449300|0|1.718|0.|44.363514|-97.133822
SD|4602260|1600000US4602260|01267268|Armour city|25|A|2446057|22408|0.944|0.009|43.319339|-98.344149
SD|4602340|1600000US4602340|01267269|Artas town|43|A|269458|0|0.104|0.|45.887226|-99.806799
SD|4602380|1600000US4602380|01267270|Artesian town|43|A|1434643|0|0.554|0.|44.007895|-97.923709
SD|4602530|1600000US4602530|02393320|Ashland Heights CDP|57|S|7543864|18265|2.913|0.007|44.133411|-103.123712
SD|4602540|1600000US4602540|01267271|Ashton city|25|A|1134531|0|0.438|0.|44.993056|-98.499111
SD|4602580|1600000US4602580|01267272|Astoria town|43|A|406598|0|0.157|0.|44.557732|-96.546499
SD|4602780|1600000US4602780|01267273|Aurora town|43|A|2166701|0|0.837|0.|44.283314|-96.682869
SD|4602860|1600000US4602860|02393323|Aurora Center CDP|57|S|111691|0|0.043|0.|43.527155|-98.589466
SD|4602900|1600000US4602900|01267274|Avon city|25|A|1678478|0|0.648|0.|43.005203|-98.059262
SD|4603060|1600000US4603060|01267275|Badger town|43|A|2747225|0|1.061|0.|44.485502|-97.207868
SD|4603380|1600000US4603380|01267277|Baltic city|25|A|1911965|74628|0.738|0.029|43.760051|-96.736898
SD|4603420|1600000US4603420|01267278|Bancroft town|43|A|602228|0|0.233|0.|44.489368|-97.750501
SD|4603860|1600000US4603860|01267279|Batesland town|43|A|233500|0|0.09|0.|43.127142|-102.101851
SD|4603900|1600000US4603900|02584544|Bath CDP|57|S|751305|0|0.29|0.|45.469166|-98.323581
SD|4603960|1600000US4603960|02584545|Bath Corner CDP|57|S|452164|0|0.175|0.|45.462689|-98.332896
SD|4604380|1600000US4604380|01267280|Belle Fourche city|25|A|23505035|191676|9.075|0.074|44.663798|-103.859143
SD|4604620|1600000US4604620|01267282|Belvidere town|43|A|1968053|190942|0.76|0.074|43.832224|-101.271118
SD|4604980|1600000US4604980|01267283|Beresford city|25|A|4621458|0|1.784|0.|43.079646|-96.780224
SD|4605540|1600000US4605540|02394165|Big Stone City city|25|A|3102330|2266|1.198|0.001|45.308728|-96.472606
SD|4605580|1600000US4605580|02584546|Bijou Hills CDP|57|S|13601215|0|5.251|0.|43.528479|-99.143858
SD|4605620|1600000US4605620|01267285|Bison town|43|A|2572156|0|0.993|0.|45.52355|-102.467716
SD|4605780|1600000US4605780|02393338|Blackhawk CDP|57|S|12270390|0|4.738|0.|44.15138|-103.334003
SD|4606120|1600000US4606120|02584547|Blucksberg Mountain CDP|57|S|1731559|0|0.669|0.|44.359344|-103.453787
SD|4606140|1600000US4606140|02813022|Blumengard Colony CDP|57|S|603093|0|0.233|0.|45.241538|-99.169977
SD|4606180|1600000US4606180|01267287|Blunt city|25|A|1261892|0|0.487|0.|44.51594|-99.988556
SD|4606220|1600000US4606220|01267288|Bonesteel city|25|A|915795|0|0.354|0.|43.077503|-98.946762
SD|4606300|1600000US4606300|02812997|Bon Homme Colony CDP|57|S|1250614|258454|0.483|0.1|42.864698|-97.705191
SD|4606440|1600000US4606440|02807111|Boulder Canyon CDP|57|S|7921713|0|3.059|0.|44.397099|-103.604611
SD|4606540|1600000US4606540|01267289|Bowdle city|25|A|1658874|0|0.64|0.|45.451258|-99.656501
SD|4606620|1600000US4606620|01267290|Box Elder city|25|A|38473602|61382|14.855|0.024|44.110941|-103.081066
SD|4606660|1600000US4606660|01267291|Bradley town|43|A|634961|0|0.245|0.|45.090408|-97.641945
SD|4606840|1600000US4606840|01267292|Brandon city|25|A|15806848|113708|6.103|0.044|43.592908|-96.583769
SD|4606940|1600000US4606940|01267293|Brandt town|43|A|3270722|0|1.263|0.|44.666933|-96.625156
SD|4607040|1600000US4607040|02785126|Brant Lake city|25|A|400839|0|0.155|0.|43.930827|-96.943534
SD|4607044|1600000US4607044|02584548|Brant Lake South CDP|57|S|1360199|1314109|0.525|0.507|43.91086|-96.940771
SD|4607060|1600000US4607060|01267294|Brentford town|43|A|422078|0|0.163|0.|45.159204|-98.322555
SD|4607068|1600000US4607068|02813024|Brentwood Colony CDP|57|S|2256516|282381|0.871|0.109|45.154795|-99.302168
SD|4607140|1600000US4607140|02813068|Bridger CDP|57|S|685293|0|0.265|0.|44.542142|-101.913642
SD|4607180|1600000US4607180|01267295|Bridgewater city|25|A|2914160|0|1.125|0.|43.55021|-97.498384
SD|4607300|1600000US4607300|01267296|Bristol city|25|A|1352128|25641|0.522|0.01|45.343893|-97.744919
SD|4607380|1600000US4607380|01267297|Britton city|25|A|1883698|0|0.727|0.|45.792363|-97.752897
SD|4607420|1600000US4607420|02396603|Broadland town|43|A|2607646|0|1.007|0.|44.493825|-98.346556
SD|4607580|1600000US4607580|01267299|Brookings city|25|A|36268847|204672|14.003|0.079|44.303364|-96.787339
SD|4607740|1600000US4607740|01267300|Bruce city|25|A|958427|0|0.37|0.|44.437787|-96.890642
SD|4608060|1600000US4608060|01267301|Bryant city|25|A|1356424|0|0.524|0.|44.589903|-97.467281
SD|4608140|1600000US4608140|01267302|Buffalo town|43|A|1433936|0|0.554|0.|45.586374|-103.54345
SD|4608340|1600000US4608340|01267303|Buffalo Gap town|43|A|791465|0|0.306|0.|43.492162|-103.315292
SD|4608460|1600000US4608460|02393356|Bullhead CDP|57|S|7807477|197432|3.014|0.076|45.772788|-101.081389
SD|4608500|1600000US4608500|02813011|Burbank CDP|57|S|795073|0|0.307|0.|42.74608|-96.832718
SD|4608700|1600000US4608700|01267304|Burke city|25|A|1448205|0|0.559|0.|43.182821|-99.292304
SD|4608820|1600000US4608820|01267305|Bushnell town|43|A|1847290|0|0.713|0.|44.327409|-96.642346
SD|4608860|1600000US4608860|01267306|Butler town|43|A|752726|0|0.291|0.|45.261992|-97.71161
SD|4609204|1600000US4609204|02813066|Cameron Colony CDP|57|S|316121|0|0.122|0.|43.187805|-97.262696
SD|4609260|1600000US4609260|01267307|Camp Crook town|43|A|361287|0|0.139|0.|45.550073|-103.974931
SD|4609278|1600000US4609278|02813063|Camrose Colony CDP|57|S|928840|0|0.359|0.|44.934285|-98.220169
SD|4609300|1600000US4609300|01267308|Canistota city|25|A|1452100|0|0.561|0.|43.597757|-97.292582
SD|4609420|1600000US4609420|01267309|Canova town|43|A|814035|0|0.314|0.|43.881257|-97.503958
SD|4609500|1600000US4609500|01267310|Canton city|25|A|8468507|40891|3.27|0.016|43.30313|-96.585577
SD|4609780|1600000US4609780|02628841|Caputa CDP|57|S|759254|0|0.293|0.|43.996035|-102.984619
SD|4610220|1600000US4610220|01267311|Carthage city|25|A|3781326|80136|1.46|0.031|44.1648|-97.72028
SD|4610500|1600000US4610500|01267313|Castlewood city|25|A|2979304|0|1.15|0.|44.724158|-97.03092
SD|4610620|1600000US4610620|01267314|Cavour town|43|A|1062526|0|0.41|0.|44.369329|-98.042096
SD|4610835|1600000US4610835|02813002|Cedar Grove Colony CDP|57|S|1224327|49478|0.473|0.019|43.531623|-98.806421
SD|4611060|1600000US4611060|01267316|Centerville city|25|A|1863587|0|0.72|0.|43.116535|-96.959477
SD|4611140|1600000US4611140|01267317|Central City city|25|A|402173|0|0.155|0.|44.368603|-103.770248
SD|4611220|1600000US4611220|01267325|Chamberlain city|25|A|11601453|3097825|4.479|1.196|43.798718|-99.329604
SD|4611380|1600000US4611380|01267326|Chancellor town|43|A|568911|0|0.22|0.|43.371841|-96.987271
SD|4611500|1600000US4611500|01267327|Chelsea town|43|A|820746|0|0.317|0.|45.167557|-98.743376
SD|4611540|1600000US4611540|02813069|Cherry Creek CDP|57|S|1589551|0|0.614|0.|44.604741|-101.499298
SD|4611660|1600000US4611660|02584549|Chester CDP|57|S|2113405|0|0.816|0.|43.899587|-96.927819
SD|4612020|1600000US4612020|01267328|Claire City town|43|A|473738|0|0.183|0.|45.856619|-97.103531
SD|4612100|1600000US4612100|01267329|Claremont town|43|A|649841|13247|0.251|0.005|45.671419|-98.015617
SD|4612148|1600000US4612148|02813027|Claremont Colony CDP|57|S|780357|0|0.301|0.|44.712909|-96.951236
SD|4612180|1600000US4612180|01267330|Clark city|25|A|3505231|0|1.353|0.|44.880911|-97.734839
SD|4612340|1600000US4612340|02813059|Clark Colony CDP|57|S|656052|0|0.253|0.|44.791361|-97.981454
SD|4612508|1600000US4612508|02813005|Clearfield Colony CDP|57|S|783920|0|0.303|0.|43.143876|-98.142073
SD|4612540|1600000US4612540|01267331|Clear Lake city|25|A|8904901|465573|3.438|0.18|44.75629|-96.690239
SD|4612640|1600000US4612640|02807114|Clear Lake CDP|57|S|2528928|4727334|0.976|1.825|45.70436|-97.355801
SD|4613010|1600000US4613010|02813053|Cloverleaf Colony CDP|57|S|240513|0|0.093|0.|44.183904|-97.538334
SD|4613188|1600000US4613188|02813008|Collins Colony CDP|57|S|859350|0|0.332|0.|44.547767|-97.701267
SD|4613220|1600000US4613220|01267332|Colman city|25|A|4879048|2880|1.884|0.001|43.983473|-96.814745
SD|4613300|1600000US4613300|01267333|Colome city|25|A|730421|0|0.282|0.|43.259904|-99.717268
SD|4613355|1600000US4613355|02393382|Colonial Pine Hills CDP|57|S|39544179|0|15.268|0.|44.013744|-103.314952
SD|4613380|1600000US4613380|01267334|Colton city|25|A|1816215|664|0.701|0.|43.787501|-96.928552
SD|4613420|1600000US4613420|01267335|Columbia city|25|A|3928013|0|1.517|0.|45.614824|-98.31064
SD|4613700|1600000US4613700|01267336|Conde city|25|A|1458378|0|0.563|0.|45.157301|-98.095456
SD|4613840|1600000US4613840|02584550|Corn Creek CDP|57|S|5256291|162897|2.029|0.063|43.575749|-101.208522
SD|4613940|1600000US4613940|01267337|Corona town|43|A|655076|0|0.253|0.|45.335225|-96.764581
SD|4613980|1600000US4613980|01267338|Corsica city|25|A|2167284|12813|0.837|0.005|43.422441|-98.407443
SD|4614220|1600000US4614220|01267339|Cottonwood town|43|A|2376736|2174|0.918|0.001|43.970396|-101.904083
SD|4614320|1600000US4614320|02584551|Cow Creek CDP|57|S|4755956|1293|1.836|0.|44.549327|-100.467967
SD|4614580|1600000US4614580|01267340|Cresbard town|43|A|1074044|7889|0.415|0.003|45.16941|-98.947658
SD|4614660|1600000US4614660|02628842|Crocker CDP|57|S|9395164|798285|3.627|0.308|45.114064|-97.770814
SD|4614680|1600000US4614680|02813042|Crook City CDP|57|S|2349195|0|0.907|0.|44.438089|-103.643409
SD|4614740|1600000US4614740|01267341|Crooks city|25|A|3342794|1659|1.291|0.001|43.654796|-96.806813
SD|4615140|1600000US4615140|01267345|Custer city|25|A|6681786|28304|2.58|0.011|43.766732|-103.599636
SD|4615256|1600000US4615256|02628843|Dakota Dunes CDP|57|S|6394239|1001401|2.469|0.387|42.490311|-96.483992
SD|4615300|1600000US4615300|01267346|Dallas town|43|A|1311958|0|0.507|0.|43.237834|-99.517511
SD|4615420|1600000US4615420|01267348|Dante town|43|A|1293753|0|0.5|0.|43.039967|-98.185533
SD|4615540|1600000US4615540|01267349|Davis town|43|A|1113117|0|0.43|0.|43.259528|-96.994506
SD|4615700|1600000US4615700|01267350|Deadwood city|25|A|12766573|0|4.929|0.|44.387048|-103.720742
SD|4615774|1600000US4615774|02813019|Deerfield Colony CDP|57|S|1225099|0|0.473|0.|45.587368|-98.899548
SD|4615980|1600000US4615980|01267351|Dell Rapids city|25|A|5837874|177175|2.254|0.068|43.824824|-96.71459
SD|4616060|1600000US4616060|01267352|Delmont city|25|A|1976200|0|0.763|0.|43.266638|-98.159153
SD|4616260|1600000US4616260|01267353|De Smet city|25|A|3000237|0|1.158|0.|44.386148|-97.549688
SD|4616620|1600000US4616620|01267354|Dimock town|43|A|444730|0|0.172|0.|43.477376|-97.987137
SD|4616820|1600000US4616820|01267355|Doland city|25|A|1574193|0|0.608|0.|44.894679|-98.099966
SD|4616860|1600000US4616860|01267356|Dolton town|43|A|662931|0|0.256|0.|43.491093|-97.384798
SD|4617020|1600000US4617020|01267357|Draper town|43|A|1683144|0|0.65|0.|43.926161|-100.53718
SD|4617215|1600000US4617215|02807103|Dudley CDP|57|S|272409|0|0.105|0.|43.308159|-103.819167
SD|4617420|1600000US4617420|01267359|Dupree city|25|A|1015063|0|0.392|0.|45.049479|-101.601316
SD|4617620|1600000US4617620|01267361|Eagle Butte city|25|A|3526493|270288|1.362|0.104|44.994388|-101.231758
SD|4618180|1600000US4618180|01267375|Eden town|43|A|397747|0|0.154|0.|45.616766|-97.419712
SD|4618300|1600000US4618300|01267376|Edgemont city|25|A|3580072|0|1.382|0.|43.297362|-103.832336
SD|4618460|1600000US4618460|01267377|Egan city|25|A|2764397|0|1.067|0.|44.000333|-96.648538
SD|4618620|1600000US4618620|01267378|Elk Point city|25|A|4010927|0|1.549|0.|42.681224|-96.68048
SD|4618700|1600000US4618700|01267379|Elkton city|25|A|3868357|0|1.494|0.|44.235074|-96.479409
SD|4619420|1600000US4619420|01267380|Emery city|25|A|1183533|0|0.457|0.|43.602|-97.619494
SD|4619556|1600000US4619556|02807099|Enemy Swim CDP|57|S|2420047|1488881|0.934|0.575|45.429367|-97.286856
SD|4619860|1600000US4619860|01267381|Erwin town|43|A|1233002|0|0.476|0.|44.488024|-97.440858
SD|4619980|1600000US4619980|01267382|Estelline city|25|A|2448758|0|0.945|0.|44.576766|-96.901082
SD|4620060|1600000US4620060|01267383|Ethan town|43|A|660572|0|0.255|0.|43.546305|-97.983399
SD|4620180|1600000US4620180|01267384|Eureka city|25|A|2416384|173497|0.933|0.067|45.771153|-99.620686
SD|4620208|1600000US4620208|02813025|Evergreen Colony CDP|57|S|2583251|0|0.997|0.|45.12171|-99.042528
SD|4620340|1600000US4620340|01267385|Fairburn town|43|A|846566|0|0.327|0.|43.686941|-103.208692
SD|4620380|1600000US4620380|01267386|Fairfax town|43|A|783784|0|0.303|0.|43.028049|-98.888945
SD|4620780|1600000US4620780|01267387|Fairview town|43|A|221380|0|0.085|0.|43.222028|-96.487402
SD|4620980|1600000US4620980|01267388|Faith city|25|A|3308682|0|1.277|0.|45.025321|-102.037061
SD|4621060|1600000US4621060|01267389|Farmer town|43|A|215052|0|0.083|0.|43.725301|-97.68905
SD|4621260|1600000US4621260|01267390|Faulkton city|25|A|2623823|0|1.013|0.|45.034155|-99.126732
SD|4621340|1600000US4621340|02628845|Fedora CDP|57|S|8695812|0|3.357|0.|44.006667|-97.789562
SD|4621380|1600000US4621380|02584552|Ferney CDP|57|S|2598336|0|1.003|0.|45.334553|-98.093868
SD|4621540|1600000US4621540|01267391|Flandreau city|25|A|4814096|174377|1.859|0.067|44.045458|-96.601772
SD|4621820|1600000US4621820|01267392|Florence town|43|A|1794898|0|0.693|0.|45.054789|-97.326313
SD|4622070|1600000US4622070|02813007|Fordham Colony CDP|57|S|1058766|0|0.409|0.|44.767701|-97.906933
SD|4622100|1600000US4622100|02584553|Forestburg CDP|57|S|1373181|0|0.53|0.|44.021201|-98.103233
SD|4622260|1600000US4622260|01267393|Fort Pierre city|25|A|8077408|119715|3.119|0.046|44.366596|-100.382329
SD|4622340|1600000US4622340|02393006|Fort Thompson CDP|57|S|26876931|5748873|10.377|2.22|44.054922|-99.404829
SD|4622580|1600000US4622580|01267394|Frankfort city|25|A|2039823|0|0.788|0.|44.877664|-98.309239
SD|4622860|1600000US4622860|01267395|Frederick town|43|A|3507836|0|1.354|0.|45.831883|-98.506703
SD|4623020|1600000US4623020|01267396|Freeman city|25|A|3855283|0|1.489|0.|43.347525|-97.430791
SD|4623140|1600000US4623140|01267397|Fruitdale town|43|A|710872|0|0.274|0.|44.669209|-103.69547
SD|4623220|1600000US4623220|01267398|Fulton town|43|A|2211424|0|0.854|0.|43.72883|-97.822628
SD|4623421|1600000US4623421|02584554|Gann Valley CDP|57|S|205435|0|0.079|0.|44.033506|-98.988421
SD|4623460|1600000US4623460|01267399|Garden City town|43|A|1022145|0|0.395|0.|44.959263|-97.580412
SD|4623820|1600000US4623820|01267400|Garretson city|25|A|3770922|114858|1.456|0.044|43.714831|-96.503307
SD|4623860|1600000US4623860|01267401|Gary city|25|A|1741277|0|0.672|0.|44.794175|-96.457096
SD|4623900|1600000US4623900|01267402|Gayville town|43|A|627379|0|0.242|0.|42.889647|-97.17354
SD|4623980|1600000US4623980|01267403|Geddes city|25|A|1882543|0|0.727|0.|43.254039|-98.697359
SD|4624260|1600000US4624260|01267404|Gettysburg city|25|A|4974805|0|1.921|0.|45.005982|-99.953904
SD|4624540|1600000US4624540|02813062|Glendale Colony CDP|57|S|1240321|0|0.479|0.|44.797979|-98.286852
SD|4624620|1600000US4624620|01267405|Glenham town|43|A|846038|0|0.327|0.|45.532994|-100.271118
SD|4624760|1600000US4624760|02813045|Golden View Colony CDP|57|S|2495962|82870|0.964|0.032|43.695418|-97.443644
SD|4624820|1600000US4624820|01267406|Goodwin town|43|A|1228291|0|0.474|0.|44.877514|-96.849701
SD|4625020|1600000US4625020|02813041|Graceville Colony CDP|57|S|1182244|0|0.456|0.|43.92886|-97.284002
SD|4625741|1600000US4625741|02813047|Grassland Colony CDP|57|S|1104270|0|0.426|0.|45.668242|-98.796458
SD|4625743|1600000US4625743|02813001|Grass Ranch Colony CDP|57|S|2754972|0|1.064|0.|43.650011|-98.883619
SD|4625900|1600000US4625900|02393027|Green Grass CDP|57|S|21064465|0|8.133|0.|45.156622|-101.286973
SD|4626035|1600000US4626035|02393029|Green Valley CDP|57|S|9937251|0|3.837|0.|44.038969|-103.111585
SD|4626150|1600000US4626150|02813017|Greenwood Colony CDP|57|S|608199|0|0.235|0.|43.214478|-98.153624
SD|4626180|1600000US4626180|01267408|Gregory city|25|A|4457532|0|1.721|0.|43.229989|-99.420863
SD|4626220|1600000US4626220|01267409|Grenville town|43|A|612959|0|0.237|0.|45.466992|-97.390231
SD|4626340|1600000US4626340|01267410|Groton city|25|A|4535950|0|1.751|0.|45.451677|-98.100076
SD|4626660|1600000US4626660|02393037|Hamill CDP|57|S|3164264|81326|1.222|0.031|43.594048|-99.693197
SD|4627260|1600000US4627260|01267411|Harrisburg city|25|A|12352057|0|4.769|0.|43.434258|-96.712429
SD|4627300|1600000US4627300|02393041|Harrison CDP|57|S|279300|0|0.108|0.|43.431129|-98.526711
SD|4627420|1600000US4627420|01267412|Harrold town|43|A|1067290|0|0.412|0.|44.525781|-99.741644
SD|4627540|1600000US4627540|01267413|Hartford city|25|A|9695861|4785|3.744|0.002|43.621459|-96.93487
SD|4627820|1600000US4627820|01267414|Hayti town|43|A|1184924|0|0.458|0.|44.659076|-97.204512
SD|4627940|1600000US4627940|01267415|Hazel town|43|A|626878|0|0.242|0.|44.758225|-97.380991
SD|4627980|1600000US4627980|01267416|Hecla city|25|A|891891|0|0.344|0.|45.882139|-98.1519
SD|4628140|1600000US4628140|01267417|Henry town|43|A|3760890|0|1.452|0.|44.880856|-97.461557
SD|4628300|1600000US4628300|01267418|Hermosa town|43|A|2239437|10950|0.865|0.004|43.840434|-103.189707
SD|4628340|1600000US4628340|01267419|Herreid city|25|A|3715507|0|1.435|0.|45.837808|-100.074684
SD|4628420|1600000US4628420|01267420|Herrick town|43|A|1333951|0|0.515|0.|43.115017|-99.188214
SD|4628460|1600000US4628460|01267421|Hetland town|43|A|296022|0|0.114|0.|44.377229|-97.23467
SD|4628980|1600000US4628980|01267422|Highmore city|25|A|4881080|0|1.885|0.|44.52137|-99.439332
SD|4629100|1600000US4629100|01267423|Hill City city|25|A|3397880|19066|1.312|0.007|43.931815|-103.568736
SD|4629116|1600000US4629116|02813006|Hillcrest Colony CDP|57|S|2594975|0|1.002|0.|44.942469|-97.667189
SD|4629300|1600000US4629300|02813061|Hillside Colony CDP|57|S|747526|0|0.289|0.|44.73832|-98.047318
SD|4629340|1600000US4629340|01267424|Hillsview town|43|A|1649768|18850|0.637|0.007|45.661968|-99.560659
SD|4629500|1600000US4629500|01267425|Hitchcock town|43|A|707011|0|0.273|0.|44.629367|-98.408206
SD|4630056|1600000US4630056|02813051|Horse Creek CDP|57|S|2460937|0|0.95|0.|43.532965|-100.741923
SD|4630140|1600000US4630140|01267426|Hosmer city|25|A|2561860|0|0.989|0.|45.578787|-99.473642
SD|4630220|1600000US4630220|01267427|Hot Springs city|25|A|11297391|1925|4.362|0.001|43.41953|-103.465089
SD|4630300|1600000US4630300|01267428|Hoven town|43|A|793727|0|0.306|0.|45.241615|-99.777521
SD|4630460|1600000US4630460|01267429|Howard city|25|A|2499191|0|0.965|0.|44.011656|-97.524566
SD|4630740|1600000US4630740|01267430|Hudson town|43|A|730335|0|0.282|0.|43.130109|-96.455619
SD|4630900|1600000US4630900|01267431|Humboldt town|43|A|1603292|37286|0.619|0.014|43.64494|-97.07452
SD|4630980|1600000US4630980|01267432|Hurley city|25|A|1594460|0|0.616|0.|43.279327|-97.089437
SD|4631060|1600000US4631060|01267433|Huron city|25|A|25499891|2818153|9.846|1.088|44.362341|-98.209571
SD|4631140|1600000US4631140|02812993|Huron Colony CDP|57|S|578375|0|0.223|0.|44.563437|-98.205468
SD|4631196|1600000US4631196|02813000|Hutterville Colony CDP|57|S|578393|0|0.223|0.|45.266322|-98.211516
SD|4631220|1600000US4631220|02813065|Ideal CDP|57|S|1331955|0|0.514|0.|43.540003|-99.921751
SD|4631620|1600000US4631620|01267435|Interior town|43|A|3466714|12291|1.339|0.005|43.731042|-101.983734
SD|4631860|1600000US4631860|01267436|Ipswich city|25|A|3471804|0|1.34|0.|45.443459|-99.029995
SD|4631940|1600000US4631940|01267437|Irene city|25|A|661114|0|0.255|0.|43.083705|-97.157586
SD|4632020|1600000US4632020|01267438|Iroquois city|25|A|1607350|0|0.621|0.|44.367859|-97.849534
SD|4632140|1600000US4632140|01267439|Isabel town|43|A|2188289|0|0.845|0.|45.393744|-101.431515
SD|4632388|1600000US4632388|02813067|Jamesville Colony CDP|57|S|271374|0|0.105|0.|43.101534|-97.481777
SD|4632460|1600000US4632460|01267440|Java town|43|A|1273359|0|0.492|0.|45.503819|-99.883882
SD|4632700|1600000US4632700|01267441|Jefferson city|25|A|1322133|0|0.51|0.|42.604266|-96.566089
SD|4632820|1600000US4632820|02628846|Johnson Siding CDP|57|S|9673083|0|3.735|0.|44.084565|-103.437985
SD|4633180|1600000US4633180|01267442|Kadoka city|25|A|5919165|72080|2.285|0.028|43.828613|-101.501241
SD|4633380|1600000US4633380|02393068|Kaylor CDP|57|S|2241168|65147|0.865|0.025|43.193624|-97.844102
SD|4633540|1600000US4633540|02813014|Kenel CDP|57|S|2539132|0|0.98|0.|45.854496|-100.459222
SD|4633580|1600000US4633580|01267443|Kennebec town|43|A|2209553|0|0.853|0.|43.903477|-99.862001
SD|4633820|1600000US4633820|01267444|Keystone town|43|A|7773680|0|3.001|0.|43.894939|-103.426806
SD|4633900|1600000US4633900|02584556|Kidder CDP|57|S|615929|0|0.238|0.|45.88171|-97.713849
SD|4633980|1600000US4633980|01267445|Kimball city|25|A|8900995|0|3.437|0.|43.746962|-98.956559
SD|4634340|1600000US4634340|01267446|Kranzburg town|43|A|1977616|0|0.764|0.|44.888855|-96.909348
SD|4634460|1600000US4634460|02393072|Kyle CDP|57|S|3818515|133598|1.474|0.052|43.42475|-102.179586
SD|4634540|1600000US4634540|01267447|La Bolt town|43|A|616691|0|0.238|0.|45.049038|-96.675163
SD|4635100|1600000US4635100|01267448|Lake Andes city|25|A|1931596|55073|0.746|0.021|43.156041|-98.537287
SD|4635220|1600000US4635220|01267449|Lake City town|43|A|568394|18095|0.219|0.007|45.724753|-97.414023
SD|4635430|1600000US4635430|02584557|Lake Madison CDP|57|S|12204769|11377542|4.712|4.393|43.955116|-97.026614
SD|4635460|1600000US4635460|01267451|Lake Norden city|25|A|2258866|120847|0.872|0.047|44.580057|-97.211569
SD|4635480|1600000US4635480|02584558|Lake Poinsett CDP|57|S|12820925|33233164|4.95|12.831|44.572462|-97.108429
SD|4635500|1600000US4635500|01267452|Lake Preston city|25|A|1966282|0|0.759|0.|44.361663|-97.375992
SD|4635671|1600000US4635671|02813003|Lakeview Colony CDP|57|S|2566768|0|0.991|0.|43.220202|-98.456374
SD|4635780|1600000US4635780|01267453|Lane town|43|A|1203802|0|0.465|0.|44.069689|-98.42462
SD|4635820|1600000US4635820|01267454|Langford town|43|A|821200|0|0.317|0.|45.602279|-97.830224
SD|4635900|1600000US4635900|02813015|Lantry CDP|57|S|1075516|0|0.415|0.|45.018387|-101.432875
SD|4635940|1600000US4635940|02393074|La Plant CDP|57|S|24476389|97825|9.45|0.038|45.128207|-100.640898
SD|4636220|1600000US4636220|01267455|Lead city|25|A|5331149|0|2.058|0.|44.352762|-103.767111
SD|4636260|1600000US4636260|01267456|Lebanon town|43|A|1373654|0|0.53|0.|45.068784|-99.76638
SD|4636340|1600000US4636340|01267457|Lemmon city|25|A|2842607|0|1.098|0.|45.93835|-102.159803
SD|4636380|1600000US4636380|01267459|Lennox city|25|A|4722830|0|1.823|0.|43.349369|-96.894066
SD|4636460|1600000US4636460|01267460|Leola city|25|A|1921463|13078|0.742|0.005|45.721139|-98.938466
SD|4636540|1600000US4636540|01267461|Lesterville town|43|A|522523|0|0.202|0.|43.038603|-97.590613
SD|4636620|1600000US4636620|01267462|Letcher town|43|A|1594585|95068|0.616|0.037|43.900282|-98.146357
SD|4637900|1600000US4637900|02393103|Little Eagle CDP|57|S|3620562|66220|1.398|0.026|45.68507|-100.794794
SD|4638760|1600000US4638760|02584559|Long Hollow CDP|57|S|37379333|306586|14.432|0.118|45.683459|-97.158649
SD|4638860|1600000US4638860|01267464|Long Lake town|43|A|718020|0|0.277|0.|45.856661|-99.205788
SD|4638900|1600000US4638900|02807112|Long Lake Colony CDP|57|S|1726360|30738|0.667|0.012|45.602553|-98.826007
SD|4639020|1600000US4639020|02393108|Loomis CDP|57|S|512734|0|0.198|0.|43.792945|-98.104094
SD|4639180|1600000US4639180|02393111|Lower Brule CDP|57|S|941267|0|0.363|0.|44.074134|-99.583754
SD|4639260|1600000US4639260|01267465|Lowry town|43|A|655023|0|0.253|0.|45.315584|-99.981154
SD|4639740|1600000US4639740|02813055|Lyons CDP|57|S|1301596|0|0.503|0.|43.724889|-96.866168
SD|4639940|1600000US4639940|01267467|McIntosh city|25|A|1891725|98174|0.73|0.038|45.921044|-101.348558
SD|4640020|1600000US4640020|01267468|McLaughlin city|25|A|1046818|0|0.404|0.|45.813306|-100.810683
SD|4640220|1600000US4640220|01267469|Madison city|25|A|11954744|0|4.616|0.|44.006223|-97.108481
SD|4640550|1600000US4640550|02393117|Manderson-White Horse Creek CDP|57|S|14847929|0|5.733|0.|43.235039|-102.491511
SD|4640580|1600000US4640580|02628848|Mansfield CDP|57|S|6244760|0|2.411|0.|45.24648|-98.558154
SD|4640860|1600000US4640860|01267470|Marion city|25|A|2247500|0|0.868|0.|43.423571|-97.260549
SD|4641100|1600000US4641100|01267471|Martin city|25|A|1451409|0|0.56|0.|43.174875|-101.732315
